Tick,TotalNetWorth,CashBalance,Weight_AAPL,Weight_MSFT,Weight_NVDA
544,161029,969.726,0.0537793,0.448616,0.497604
545,161029,969.726,0.0537798,0.448651,0.497569
546,161029,969.726,0.0537804,0.448686,0.497534
547,161029,969.726,0.053781,0.448721,0.497498
548,161029,969.726,0.0537815,0.448755,0.497463
549,161029,969.726,0.0537821,0.44879,0.497428
550,161029,969.726,0.0537827,0.448824,0.497394
551,161029,969.726,0.0537832,0.448858,0.497359
552,161029,969.726,0.0537838,0.448892,0.497324
553,161029,969.726,0.0537843,0.448926,0.49729
554,161029,969.726,0.0537849,0.448959,0.497256
555,161040,583.679,0.0537854,0.448993,0.497222
556,161040,583.679,0.0537859,0.449026,0.497188
557,161040,583.679,0.0537865,0.44906,0.497154
558,161040,583.679,0.053787,0.449093,0.49712
559,161114,583.679,0.0539512,0.44745,0.498599
560,161145,-366.551,0.0541136,0.445825,0.500061
561,161161,176.09,0.0542742,0.444219,0.501507
562,161161,176.09,0.0542747,0.444253,0.501473
563,161161,176.09,0.0542751,0.444287,0.501438
564,161161,176.09,0.0542755,0.444321,0.501404
565,161161,176.09,0.0542759,0.444354,0.50137
566,161161,176.09,0.0542763,0.444388,0.501336
567,161161,176.09,0.0542767,0.444422,0.501302
568,161161,176.09,0.0542771,0.444455,0.501268
569,161161,176.09,0.0542775,0.444488,0.501234
570,161161,176.09,0.0542779,0.444522,0.501201
571,161161,176.09,0.0542783,0.444555,0.501167
572,161161,176.09,0.0542787,0.444587,0.501134
573,161161,176.09,0.0542791,0.44462,0.501101
574,161229,176.09,0.0544159,0.443257,0.502327
575,161243,634.39,0.0545513,0.441908,0.503541
576,161243,634.39,0.0546855,0.440572,0.504742
577,161290,53.1205,0.0546858,0.440605,0.504709
578,161290,53.1205,0.0546861,0.440639,0.504675
579,161290,53.1205,0.0546864,0.440672,0.504642
580,161290,53.1205,0.0546867,0.440705,0.504608
581,161290,53.1205,0.054687,0.440738,0.504575
582,161290,53.1205,0.0546873,0.440771,0.504542
583,161290,53.1205,0.0546876,0.440804,0.504509
584,161290,53.1205,0.0546878,0.440836,0.504476
585,161290,53.1205,0.0546881,0.440869,0.504443
586,161290,53.1205,0.0546884,0.440901,0.50441
587,161290,53.1205,0.0546887,0.440934,0.504378
588,161290,53.1205,0.054689,0.440966,0.504345
589,161290,53.1205,0.0546892,0.440998,0.504313
590,161290,53.1205,0.0546895,0.44103,0.504281
591,161146,53.1205,0.0472368,0.444539,0.508224
592,161282,648.248,0.0415896,0.447206,0.511204
593,161432,149.523,0.0371626,0.449304,0.513533
594,161523,543.988,0.0371629,0.449336,0.513501
595,161523,543.988,0.0371631,0.449368,0.513469
596,161523,543.988,0.0371634,0.4494,0.513436
597,161523,543.988,0.0371636,0.449432,0.513404
598,161523,543.988,0.0371639,0.449464,0.513373
599,161523,543.988,0.0371641,0.449495,0.513341
600,161492,543.988,0.036817,0.449689,0.513494
601,161492,543.988,0.0364775,0.449879,0.513644
602,161492,543.988,0.0361454,0.450065,0.51379
603,161492,543.988,0.0361454,0.450096,0.513758
604,161492,543.988,0.0361453,0.450127,0.513727
605,161492,543.988,0.0361453,0.450158,0.513696
606,161492,543.988,0.0361452,0.450189,0.513665
607,161492,543.988,0.0361452,0.45022,0.513635
608,161492,543.988,0.0361452,0.450251,0.513604
609,161492,543.988,0.0361451,0.450281,0.513573
610,161492,543.988,0.0361451,0.450312,0.513543
611,161492,543.988,0.036145,0.450342,0.513513
612,161492,543.988,0.036145,0.450373,0.513482
613,161492,543.988,0.036145,0.450403,0.513452
614,161492,543.988,0.0361449,0.450433,0.513422
615,161492,543.988,0.0361449,0.450463,0.513392
616,161492,543.988,0.0361448,0.450493,0.513362
617,161492,543.988,0.0361448,0.450523,0.513333
618,161492,543.988,0.0361448,0.450552,0.513303
619,161492,543.988,0.0361447,0.450582,0.513274
620,161492,543.988,0.0361447,0.450611,0.513244
621,161492,543.988,0.0361446,0.450641,0.513215
622,161492,543.988,0.0361446,0.45067,0.513186
623,161492,543.988,0.0361446,0.450699,0.513156
624,161492,543.988,0.0361445,0.450728,0.513127
625,161492,543.988,0.0361445,0.450757,0.513098
626,161492,543.988,0.0361444,0.450786,0.51307
627,161463,543.988,0.035875,0.450941,0.513184
628,161463,543.988,0.0356105,0.451093,0.513296
629,161487,756.866,0.0353507,0.451243,0.513406
630,161487,756.866,0.0353504,0.451272,0.513378
631,161487,756.866,0.0353501,0.4513,0.51335
632,161487,756.866,0.0353498,0.451329,0.513321
633,161455,756.866,0.035013,0.451515,0.513472
634,161455,756.866,0.0346836,0.451697,0.513619
635,161468,372.318,0.0343614,0.451876,0.513763
636,161478,564.626,0.0343293,0.451919,0.513752
637,161478,564.626,0.0342974,0.451962,0.513741
638,161478,564.626,0.0342656,0.452004,0.51373
639,161478,564.626,0.0342649,0.452032,0.513703
640,161478,564.626,0.0342643,0.45206,0.513676
641,161478,564.626,0.0342637,0.452088,0.513648
642,161478,564.626,0.034263,0.452116,0.513621
643,161478,564.626,0.0342624,0.452143,0.513594
644,161478,564.626,0.0342618,0.452171,0.513568
645,161478,564.626,0.0342612,0.452198,0.513541
646,161478,564.626,0.0342605,0.452225,0.513514
647,161478,564.626,0.0342599,0.452253,0.513487
648,161478,564.626,0.0342593,0.45228,0.513461
649,161478,564.626,0.0342587,0.452307,0.513434
650,161478,564.626,0.0342581,0.452334,0.513408
651,161478,564.626,0.0342575,0.452361,0.513382
652,161478,564.626,0.0342568,0.452388,0.513355
653,161478,564.626,0.0342562,0.452414,0.513329
654,161478,564.626,0.0342556,0.452441,0.513303
655,161478,564.626,0.034255,0.452468,0.513277
656,161478,564.626,0.0342544,0.452494,0.513251
657,161478,564.626,0.0342538,0.452521,0.513226
658,161478,564.626,0.0342532,0.452547,0.5132
659,161478,564.626,0.0342526,0.452573,0.513174
660,161478,564.626,0.034252,0.452599,0.513149
661,161478,564.626,0.0342514,0.452625,0.513123
662,161478,564.626,0.0342508,0.452651,0.513098
663,161478,564.626,0.0342502,0.452677,0.513073
664,161450,564.626,0.0342576,0.452576,0.513167
665,161450,564.626,0.034265,0.452474,0.513261
666,161450,564.626,0.0342723,0.452373,0.513354
667,161450,564.626,0.0342718,0.452399,0.51333
668,161450,564.626,0.0342712,0.452424,0.513305
669,161450,564.626,0.0342706,0.452449,0.51328
670,161166,564.626,0.0354164,0.434159,0.530425
671,161379,213.196,0.03647,0.417343,0.546187
672,161581,201.103,0.0374421,0.401829,0.560729
673,161714,186.033,0.0374751,0.40132,0.561205
674,161714,186.033,0.0375079,0.400814,0.561678
675,161714,186.033,0.0375405,0.40031,0.562149
676,161714,186.033,0.0375402,0.400332,0.562128
677,161714,186.033,0.03754,0.400353,0.562107
678,161714,186.033,0.0375397,0.400375,0.562086
679,161714,186.033,0.0375394,0.400396,0.562065
680,161714,186.033,0.0375392,0.400417,0.562044
681,161714,186.033,0.0375389,0.400439,0.562023
682,161714,186.033,0.0375386,0.40046,0.562002
683,161714,186.033,0.0375384,0.400481,0.561981
684,161714,186.033,0.0375381,0.400502,0.56196
685,161714,186.033,0.0375379,0.400523,0.561939
686,161714,186.033,0.0375376,0.400544,0.561919
687,161714,186.033,0.0375373,0.400564,0.561898
688,161714,186.033,0.0375371,0.400585,0.561878
689,161714,186.033,0.0375368,0.400606,0.561857
690,161714,186.033,0.0375366,0.400627,0.561837
691,161714,186.033,0.0375363,0.400647,0.561817
692,161714,186.033,0.037536,0.400668,0.561796
693,161714,186.033,0.0375358,0.400688,0.561776
694,161714,186.033,0.0375355,0.400708,0.561756
695,161714,186.033,0.0375353,0.400729,0.561736
696,161714,186.033,0.037535,0.400749,0.561716
697,161714,186.033,0.0375348,0.400769,0.561696
698,161714,186.033,0.0375345,0.400789,0.561676
699,161714,186.033,0.0375343,0.400809,0.561656
700,161714,186.033,0.037534,0.400829,0.561637
